,gender,emotion,actor,path
40,male,calm,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-02-01.wav
41,male,angry,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav
42,male,sad,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav
43,male,fear,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav
44,male,fear,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
45,male,fear,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav
46,male,happy,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav
47,male,surprise,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
48,male,angry,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav
49,male,sad,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav
50,male,happy,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav
51,male,sad,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav
52,male,disgust,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
53,male,disgust,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
54,male,surprise,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
55,male,disgust,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
56,male,happy,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav
57,male,fear,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav
58,male,angry,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
59,male,calm,1,../RAVDESS/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-02-01.wav
60,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
61,female,neutral,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
62,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
63,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
64,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
65,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
66,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
67,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
68,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
69,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
70,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
71,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
72,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
73,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
74,female,neutral,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
75,female,neutral,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
76,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
77,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
78,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
79,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
80,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
81,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
82,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
83,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
84,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
85,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
86,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
87,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
88,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
89,female,neutral,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
90,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
91,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
92,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
93,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
94,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
95,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
96,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
97,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
98,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
99,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
100,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
101,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
102,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
103,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
104,female,fear,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
105,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
106,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
107,female,happy,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
108,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
109,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
110,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
111,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
112,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
113,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
114,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
115,female,angry,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
116,female,surprise,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
117,female,calm,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
118,female,disgust,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
119,female,sad,2,../RAVDESS/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
120,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
121,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
122,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
123,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
124,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
125,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
126,male,neutral,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
127,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
128,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
129,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
130,male,neutral,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
131,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
132,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
133,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
134,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
135,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
136,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
137,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
138,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
139,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
140,male,neutral,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
141,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
142,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
143,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
144,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
145,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
146,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
147,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
148,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
149,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
150,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
151,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
152,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
153,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
154,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
155,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
156,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
157,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
158,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
159,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
160,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
161,male,calm,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
162,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
163,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
164,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
165,male,surprise,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
166,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
167,male,neutral,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
168,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
169,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
170,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
171,male,angry,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
172,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
173,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
174,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
175,male,happy,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
176,male,disgust,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
177,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
178,male,fear,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
179,male,sad,3,../RAVDESS/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
180,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
181,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
182,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
183,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
184,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
185,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
186,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
187,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
188,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
189,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
190,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
191,female,neutral,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
192,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
193,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
194,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
195,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
196,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
197,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
198,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
199,female,neutral,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
200,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
201,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
202,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
203,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
204,female,neutral,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
205,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
206,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
207,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
208,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
209,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
210,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
211,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
212,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
213,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
214,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
215,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
216,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
217,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
218,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
219,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
220,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
221,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
222,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
223,female,neutral,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
224,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
225,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
226,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
227,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
228,female,happy,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
229,female,disgust,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
230,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
231,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
232,female,fear,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
233,female,surprise,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
234,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
235,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
236,female,calm,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
237,female,angry,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
238,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
239,female,sad,4,../RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
240,male,angry,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
241,male,sad,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
242,male,surprise,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
243,male,calm,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
244,male,surprise,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
245,male,fear,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
246,male,disgust,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
247,male,calm,5,../RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
